"city","state_id","state_name","county_fips","county_name","lat","lng"
"Hudson","TX","Texas",48005,"Angelina",31.3287,-94.8014
"Mineola","TX","Texas",48499,"Wood",32.6462,-95.4774
"Willow Park","TX","Texas",48367,"Parker",32.7548,-97.6498
"Gilmer","TX","Texas",48459,"Upshur",32.7318,-94.9461
"Meadows Place","TX","Texas",48157,"Fort Bend",29.6513,-95.5874
"Pinehurst","TX","Texas",48339,"Montgomery",30.1889,-95.7017
"Potosi","TX","Texas",48441,"Taylor",32.3404,-99.6789
"Lake Worth","TX","Texas",48439,"Tarrant",32.813,-97.4306
"Dripping Springs","TX","Texas",48209,"Hays",30.196,-98.0938
"Aledo","TX","Texas",48367,"Parker",32.6974,-97.6069
"Hickory Creek","TX","Texas",48121,"Denton",33.1109,-97.0308
"Alvarado","TX","Texas",48251,"Johnson",32.4068,-97.2149
"Richwood","TX","Texas",48039,"Brazoria",29.0723,-95.4046
"New Boston","TX","Texas",48037,"Bowie",33.4612,-94.4183
"Shady Hollow","TX","Texas",48453,"Travis",30.1645,-97.8631
"Morgan's Point Resort","TX","Texas",48027,"Bell",31.1519,-97.4587
"Post","TX","Texas",48169,"Garza",33.191,-101.3814
"Diboll","TX","Texas",48005,"Angelina",31.1873,-94.7833
"Oak Point","TX","Texas",48121,"Denton",33.1795,-96.9907
"Hearne","TX","Texas",48395,"Robertson",30.877,-96.5956
"Falfurrias","TX","Texas",48047,"Brooks",27.2243,-98.1452
"Rio Bravo","TX","Texas",48479,"Webb",27.3648,-99.482
"Tulia","TX","Texas",48437,"Swisher",34.5374,-101.7741
"Madisonville","TX","Texas",48313,"Madison",30.9538,-95.9091
"La Joya","TX","Texas",48215,"Hidalgo",26.2518,-98.4699
"Horseshoe Bay","TX","Texas",48299,"Llano",30.5403,-98.3804
"Denver City","TX","Texas",48501,"Yoakum",32.968,-102.8318
"Palacios","TX","Texas",48321,"Matagorda",28.7171,-96.2334
"Cross Mountain","TX","Texas",48029,"Bexar",29.6559,-98.658
"Justin","TX","Texas",48121,"Denton",33.0882,-97.3041
"Mathis","TX","Texas",48409,"San Patricio",28.0909,-97.817
"Lavon","TX","Texas",48085,"Collin",33.0252,-96.4381
"La Grange","TX","Texas",48149,"Fayette",29.9129,-96.8768
"Hunters Creek Village","TX","Texas",48201,"Harris",29.7715,-95.4987
"Pilot Point","TX","Texas",48121,"Denton",33.3949,-96.9497
"Van Alstyne","TX","Texas",48181,"Grayson",33.4216,-96.5838
"Pittsburg","TX","Texas",48063,"Camp",32.9996,-94.9668
"Devine","TX","Texas",48325,"Medina",29.1456,-98.9049
"Argyle","TX","Texas",48121,"Denton",33.1102,-97.1867
"Hallsville","TX","Texas",48203,"Harrison",32.5021,-94.57
"Hebbronville","TX","Texas",48247,"Jim Hogg",27.3251,-98.6857
"Colorado City","TX","Texas",48335,"Mitchell",32.3996,-100.8582
"Pecan Acres","TX","Texas",48439,"Tarrant",32.9704,-97.4725
"Spring Valley Village","TX","Texas",48201,"Harris",29.7898,-95.5041
"Dimmitt","TX","Texas",48069,"Castro",34.5324,-102.3111
"San Carlos","TX","Texas",48215,"Hidalgo",26.2957,-98.0631
"Comanche","TX","Texas",48093,"Comanche",31.9005,-98.6043
"Bellville","TX","Texas",48015,"Austin",29.9472,-96.2598
"Jacksboro","TX","Texas",48237,"Jack",33.2256,-98.1594
"Friona","TX","Texas",48369,"Parmer",34.6394,-102.723
"Canton","TX","Texas",48467,"Van Zandt",32.5546,-95.8641
"Venus","TX","Texas",48251,"Johnson",32.4317,-97.1018
"Ovilla","TX","Texas",48139,"Ellis",32.5352,-96.8895
"North Alamo","TX","Texas",48215,"Hidalgo",26.216,-98.1264
"Cedar Creek","TX","Texas",48021,"Bastrop",30.0811,-97.518
"Garden Ridge","TX","Texas",48091,"Comal",29.6379,-98.2927
"Jourdanton","TX","Texas",48013,"Atascosa",28.9141,-98.5409
"Whitesboro","TX","Texas",48181,"Grayson",33.6612,-96.9022
"Scissors","TX","Texas",48215,"Hidalgo",26.1333,-98.0475
"Grape Creek","TX","Texas",48451,"Tom Green",31.5817,-100.5474
"Liberty Hill","TX","Texas",48491,"Williamson",30.6638,-97.9063
"Caldwell","TX","Texas",48051,"Burleson",30.5307,-96.7007
"Castle Hills","TX","Texas",48029,"Bexar",29.5229,-98.5197
"Coleman","TX","Texas",48083,"Coleman",31.8317,-99.4223
"Sullivan City","TX","Texas",48215,"Hidalgo",26.2752,-98.5644
"Smithville","TX","Texas",48021,"Bastrop",30.0082,-97.152
"Elm Creek","TX","Texas",48323,"Maverick",28.7783,-100.491
"Troy","TX","Texas",48027,"Bell",31.2,-97.3019
"Cockrell Hill","TX","Texas",48113,"Dallas",32.7382,-96.8885
"Cisco","TX","Texas",48133,"Eastland",32.3848,-98.9805
"Anthony","TX","Texas",48141,"El Paso",31.9876,-106.5933
"Bunker Hill Village","TX","Texas",48201,"Harris",29.7647,-95.5317
"Clyde","TX","Texas",48059,"Callahan",32.4056,-99.5039
"Rosita","TX","Texas",48323,"Maverick",28.6244,-100.4287
"Crandall","TX","Texas",48257,"Kaufman",32.6233,-96.4525
"Weston Lakes","TX","Texas",48157,"Fort Bend",29.6627,-95.9352
"Val Verde Park","TX","Texas",48465,"Val Verde",29.3746,-100.8306
"Cotulla","TX","Texas",48283,"La Salle",28.4364,-99.2367
"Groesbeck","TX","Texas",48293,"Limestone",31.5259,-96.5284
"Westway","TX","Texas",48141,"El Paso",31.9603,-106.576
"Wills Point","TX","Texas",48467,"Van Zandt",32.7093,-96.0052
"Wyldwood","TX","Texas",48021,"Bastrop",30.1299,-97.48
"Nash","TX","Texas",48037,"Bowie",33.4423,-94.1345
"San Diego","TX","Texas",48131,"Duval",27.7609,-98.2389
"Taylor Lake Village","TX","Texas",48201,"Harris",29.5765,-95.0561
"Laureles","TX","Texas",48061,"Cameron",26.1168,-97.4875
"West Columbia","TX","Texas",48039,"Brazoria",29.1422,-95.6491
"Edgecliff Village","TX","Texas",48439,"Tarrant",32.6561,-97.3406
"Barrett","TX","Texas",48201,"Harris",29.8671,-95.0537
"Eastland","TX","Texas",48133,"Eastland",32.4024,-98.8176
"Sweeny","TX","Texas",48039,"Brazoria",29.0463,-95.6988
"Crane","TX","Texas",48103,"Crane",31.3918,-102.3503
"Kenedy","TX","Texas",48255,"Karnes",28.8176,-97.8518
"The Homesteads","TX","Texas",48251,"Johnson",32.4755,-97.1663
"Farmersville","TX","Texas",48085,"Collin",33.1608,-96.3603
"Chula Vista","TX","Texas",48323,"Maverick",28.6573,-100.422
"Columbus","TX","Texas",48089,"Colorado",29.7056,-96.5571
"Midway North","TX","Texas",48215,"Hidalgo",26.1872,-98.0189
"Ballinger","TX","Texas",48399,"Runnels",31.7394,-99.9559
"Laguna Vista","TX","Texas",48061,"Cameron",26.1097,-97.2968
"Shavano Park","TX","Texas",48029,"Bexar",29.5861,-98.5563
"Eagle Lake","TX","Texas",48089,"Colorado",29.5879,-96.3282
"West Orange","TX","Texas",48361,"Orange",30.0791,-93.7598
"Mabank","TX","Texas",48257,"Kaufman",32.3685,-96.1138
"Clifton","TX","Texas",48035,"Bosque",31.7822,-97.5824
"Howe","TX","Texas",48181,"Grayson",33.5067,-96.6155
"McLendon-Chisholm","TX","Texas",48397,"Rockwall",32.8481,-96.391
"Dublin","TX","Texas",48143,"Erath",32.0875,-98.3392
"Reno","TX","Texas",48277,"Lamar",33.6659,-95.4768
"Presidio","TX","Texas",48377,"Presidio",29.5603,-104.3653
"Santa Rita Ranch","TX","Texas",48491,"Williamson",30.6642,-97.8328
"Teague","TX","Texas",48161,"Freestone",31.6296,-96.2802
"Dilley","TX","Texas",48163,"Frio",28.6675,-99.1765
"Central Gardens","TX","Texas",48245,"Jefferson",29.9893,-94.0216
"West Lake Hills","TX","Texas",48453,"Travis",30.292,-97.8083
"Huntington","TX","Texas",48005,"Angelina",31.2803,-94.577
"Abernathy","TX","Texas",48189,"Hale",33.842,-101.8162
"Winnsboro","TX","Texas",48499,"Wood",32.9557,-95.2909
"Redwood","TX","Texas",48187,"Guadalupe",29.81,-97.9103
"Shenandoah","TX","Texas",48339,"Montgomery",30.184,-95.4557
"Paloma Creek","TX","Texas",48121,"Denton",33.2253,-96.9371
"Waller","TX","Texas",48473,"Waller",30.0665,-95.9278
"Lake Cherokee","TX","Texas",48401,"Rusk",32.3569,-94.6513
"La Blanca","TX","Texas",48215,"Hidalgo",26.3048,-98.0286
"Llano","TX","Texas",48299,"Llano",30.7509,-98.6763
"Bullard","TX","Texas",48423,"Smith",32.1451,-95.3196
"Karnes City","TX","Texas",48255,"Karnes",28.8858,-97.9002
"South Alamo","TX","Texas",48215,"Hidalgo",26.1517,-98.1079
"Chandler","TX","Texas",48213,"Henderson",32.3065,-95.4781
"Bishop","TX","Texas",48355,"Nueces",27.5852,-97.7975
"Barton Creek","TX","Texas",48453,"Travis",30.2818,-97.8681
"Hideaway","TX","Texas",48423,"Smith",32.489,-95.4578
"Piney Point Village","TX","Texas",48201,"Harris",29.7588,-95.5156
"La Paloma","TX","Texas",48061,"Cameron",26.0518,-97.6552
"Hollywood Park","TX","Texas",48029,"Bexar",29.5994,-98.4841
"San Saba","TX","Texas",48411,"San Saba",31.1975,-98.7194
"George West","TX","Texas",48297,"Live Oak",28.33,-98.1183
"Early","TX","Texas",48049,"Brown",31.7421,-98.9366
"Grand Saline","TX","Texas",48467,"Van Zandt",32.6776,-95.7114
"Cactus","TX","Texas",48341,"Moore",36.0444,-102.008
"Henrietta","TX","Texas",48077,"Clay",33.8146,-98.1924
"El Lago","TX","Texas",48201,"Harris",29.5731,-95.044
"Needville","TX","Texas",48157,"Fort Bend",29.3957,-95.8386
"Beach City","TX","Texas",48071,"Chambers",29.7269,-94.8549
"Port Aransas","TX","Texas",48355,"Nueces",27.8102,-97.0875
"Springtown","TX","Texas",48367,"Parker",32.9693,-97.6804
"Oak Ridge North","TX","Texas",48339,"Montgomery",30.157,-95.4421
"Hudson Bend","TX","Texas",48453,"Travis",30.414,-97.928
"Overton","TX","Texas",48401,"Rusk",32.2759,-94.9726
"Olney","TX","Texas",48503,"Young",33.3644,-98.7585
"Double Oak","TX","Texas",48121,"Denton",33.0633,-97.1117
"Haskell","TX","Texas",48207,"Haskell",33.1597,-99.732
"Mount Vernon","TX","Texas",48159,"Franklin",33.176,-95.2253
"Big Lake","TX","Texas",48383,"Reagan",31.1941,-101.4534
"Nocona","TX","Texas",48337,"Montague",33.7835,-97.7302
"Combes","TX","Texas",48061,"Cameron",26.2448,-97.7257
"Annetta","TX","Texas",48367,"Parker",32.6938,-97.6581
"DeCordova","TX","Texas",48221,"Hood",32.428,-97.6911
"Onalaska","TX","Texas",48373,"Polk",30.8209,-95.1111
"Sonora","TX","Texas",48435,"Sutton",30.5707,-100.6423
"Seagraves","TX","Texas",48165,"Gaines",32.942,-102.5657
"Citrus City","TX","Texas",48215,"Hidalgo",26.3281,-98.3923
"Stamford","TX","Texas",48207,"Haskell",33.0156,-99.6716
"Seymour","TX","Texas",48023,"Baylor",33.5958,-99.258
"Castroville","TX","Texas",48325,"Medina",29.3513,-98.8711
"Spearman","TX","Texas",48195,"Hansford",36.1982,-101.1943
"Garfield","TX","Texas",48453,"Travis",30.1961,-97.5514
"Brazoria","TX","Texas",48039,"Brazoria",29.0454,-95.567
"Shallowater","TX","Texas",48303,"Lubbock",33.6901,-101.9893
"Hamilton","TX","Texas",48193,"Hamilton",31.6997,-98.1208
"Santa Rosa","TX","Texas",48061,"Cameron",26.2561,-97.8252
"Woodville","TX","Texas",48457,"Tyler",30.774,-94.4234
"Fairfield","TX","Texas",48161,"Freestone",31.7183,-96.1697
"Poteet","TX","Texas",48013,"Atascosa",29.0373,-98.5728
"Clarksville","TX","Texas",48387,"Red River",33.611,-95.0563
"Taft","TX","Texas",48409,"San Patricio",27.98,-97.3928
"Wimberley","TX","Texas",48209,"Hays",29.9848,-98.0906
"Bolivar Peninsula","TX","Texas",48167,"Galveston",29.486,-94.5666
"Ranger","TX","Texas",48133,"Eastland",32.4693,-98.6751
"Rancho Viejo","TX","Texas",48061,"Cameron",26.0358,-97.5568
"Edcouch","TX","Texas",48215,"Hidalgo",26.2937,-97.9631
"Tool","TX","Texas",48213,"Henderson",32.2803,-96.1725
"Oak Trail Shores","TX","Texas",48221,"Hood",32.4885,-97.8357
"Freer","TX","Texas",48131,"Duval",27.8823,-98.6178
"Shady Shores","TX","Texas",48121,"Denton",33.1632,-97.0401
"Refugio","TX","Texas",48391,"Refugio",28.3074,-97.275
"Balcones Heights","TX","Texas",48029,"Bexar",29.4899,-98.5503
"Ferris","TX","Texas",48139,"Ellis",32.5369,-96.6738
"Glen Rose","TX","Texas",48425,"Somervell",32.2461,-97.7442
"Combine","TX","Texas",48257,"Kaufman",32.5914,-96.5188
"Hackberry","TX","Texas",48121,"Denton",33.1501,-96.9184
"Hallettsville","TX","Texas",48285,"Lavaca",29.4431,-96.9435
"Floydada","TX","Texas",48153,"Floyd",33.9835,-101.3368
"Weimar","TX","Texas",48089,"Colorado",29.7,-96.7773
"Panhandle","TX","Texas",48065,"Carson",35.3461,-101.3804
"Vinton","TX","Texas",48141,"El Paso",31.9596,-106.5935
"Van","TX","Texas",48467,"Van Zandt",32.5242,-95.6373
"Stanton","TX","Texas",48317,"Martin",32.1317,-101.7927
"Ponder","TX","Texas",48121,"Denton",33.1781,-97.291
"La Villa","TX","Texas",48215,"Hidalgo",26.2964,-97.9269
"Trinity","TX","Texas",48455,"Trinity",30.9445,-95.3736
"Schulenburg","TX","Texas",48149,"Fayette",29.682,-96.9075
"Salado","TX","Texas",48027,"Bell",30.947,-97.529
"Agua Dulce","TX","Texas",48141,"El Paso",31.6549,-106.1369
"El Cenizo","TX","Texas",48479,"Webb",27.3318,-99.5028
"Palmhurst","TX","Texas",48215,"Hidalgo",26.2583,-98.2953
"The Hills","TX","Texas",48453,"Travis",30.3465,-97.9864
"Mauriceville","TX","Texas",48361,"Orange",30.2187,-93.8758
"Arcola","TX","Texas",48157,"Fort Bend",29.5032,-95.4693
"Premont","TX","Texas",48249,"Jim Wells",27.3585,-98.1244
"Junction","TX","Texas",48267,"Kimble",30.4906,-99.7726
"Westworth Village","TX","Texas",48439,"Tarrant",32.7599,-97.4239
"Bushland","TX","Texas",48375,"Potter",35.1992,-102.0633
"Perezville","TX","Texas",48215,"Hidalgo",26.2456,-98.4024
"Escobares","TX","Texas",48427,"Starr",26.4119,-98.96
"Nixon","TX","Texas",48177,"Gonzales",29.2698,-97.7658
"Winters","TX","Texas",48399,"Runnels",31.9564,-99.9292
"Midway South","TX","Texas",48215,"Hidalgo",26.1569,-98.0213
"West","TX","Texas",48309,"McLennan",31.8032,-97.0941
"Hooks","TX","Texas",48037,"Bowie",33.4707,-94.2842
"Pantego","TX","Texas",48439,"Tarrant",32.7149,-97.1538
"McQueeney","TX","Texas",48187,"Guadalupe",29.6,-98.0439
"Josephine","TX","Texas",48085,"Collin",33.0617,-96.3187
"Palmer","TX","Texas",48139,"Ellis",32.4258,-96.6724
"Lyford","TX","Texas",48489,"Willacy",26.4145,-97.7894
"Daingerfield","TX","Texas",48343,"Morris",33.0306,-94.725
"Panorama Village","TX","Texas",48339,"Montgomery",30.3806,-95.4944
"Palmview South","TX","Texas",48215,"Hidalgo",26.2083,-98.3779
"Jonestown","TX","Texas",48453,"Travis",30.4755,-97.9296
"Holly Lake Ranch","TX","Texas",48499,"Wood",32.7125,-95.2003
"Malakoff","TX","Texas",48213,"Henderson",32.1727,-96.0163
"Pottsboro","TX","Texas",48181,"Grayson",33.7708,-96.6714
"Beverly Hills","TX","Texas",48309,"McLennan",31.5224,-97.1564
"Indian Hills","TX","Texas",48215,"Hidalgo",26.2124,-97.9165
"Leonard","TX","Texas",48147,"Fannin",33.3829,-96.2467
"Circle D-KC Estates","TX","Texas",48021,"Bastrop",30.1611,-97.235
"Olmos Park","TX","Texas",48029,"Bexar",29.4749,-98.4866
"Talty","TX","Texas",48257,"Kaufman",32.6944,-96.4009
"Sunray","TX","Texas",48341,"Moore",36.0184,-101.8245
"Elmendorf","TX","Texas",48029,"Bexar",29.258,-98.3218
"Lake Kiowa","TX","Texas",48097,"Cooke",33.5703,-97.0129
"Kirbyville","TX","Texas",48241,"Jasper",30.6578,-93.9001
"Uvalde Estates","TX","Texas",48463,"Uvalde",29.1695,-99.8329
"Inez","TX","Texas",48469,"Victoria",28.8718,-96.7959
"Canadian","TX","Texas",48211,"Hemphill",35.9096,-100.3838
"Dalworthington Gardens","TX","Texas",48439,"Tarrant",32.6937,-97.1567
"Winnie","TX","Texas",48071,"Chambers",29.8167,-94.3807
"Italy","TX","Texas",48139,"Ellis",32.1857,-96.8867
"Tahoka","TX","Texas",48305,"Lynn",33.164,-101.7949
"Hedwig Village","TX","Texas",48201,"Harris",29.7799,-95.5193
"Ozona","TX","Texas",48105,"Crockett",30.7074,-101.206
"Cienegas Terrace","TX","Texas",48465,"Val Verde",29.3687,-100.9432
"Fritch","TX","Texas",48233,"Hutchinson",35.6431,-101.5964
"Sour Lake","TX","Texas",48199,"Hardin",30.1378,-94.4046
"Kerens","TX","Texas",48349,"Navarro",32.1308,-96.2252
"Magnolia","TX","Texas",48339,"Montgomery",30.2115,-95.742
"Haslet","TX","Texas",48439,"Tarrant",32.9609,-97.3387
"Anahuac","TX","Texas",48071,"Chambers",29.7649,-94.6787
"Fannett","TX","Texas",48245,"Jefferson",29.925,-94.2389
"Merkel","TX","Texas",48441,"Taylor",32.4698,-100.0111
"Woodcreek","TX","Texas",48209,"Hays",30.0266,-98.1115
"Blue Mound","TX","Texas",48439,"Tarrant",32.8543,-97.3383
"Bear Creek Ranch","TX","Texas",48113,"Dallas",32.5594,-96.7643
"Jefferson","TX","Texas",48315,"Marion",32.7634,-94.3512
"Little River-Academy","TX","Texas",48027,"Bell",30.9876,-97.3531
"Willow Grove","TX","Texas",48309,"McLennan",31.5591,-97.296
"Gregory","TX","Texas",48409,"San Patricio",27.9231,-97.2908
"Quitman","TX","Texas",48499,"Wood",32.7954,-95.4436
"Yorktown","TX","Texas",48123,"DeWitt",28.9828,-97.5051
"Preston","TX","Texas",48181,"Grayson",33.8671,-96.6596
"Memphis","TX","Texas",48191,"Hall",34.7268,-100.5416
"Shepherd","TX","Texas",48407,"San Jacinto",30.491,-95.0021
"Briarcliff","TX","Texas",48453,"Travis",30.4088,-98.0452
"Troup","TX","Texas",48423,"Smith",32.145,-95.1229
"Lytle","TX","Texas",48013,"Atascosa",29.2342,-98.795
"Shadybrook","TX","Texas",48073,"Cherokee",32.1108,-95.4212
"Somerset","TX","Texas",48029,"Bexar",29.2285,-98.6567
"Sheldon","TX","Texas",48201,"Harris",29.8596,-95.134
"Little Cypress","TX","Texas",48361,"Orange",30.1773,-93.7538
"Jones Creek","TX","Texas",48039,"Brazoria",28.9752,-95.4714
"Electra","TX","Texas",48485,"Wichita",34.0325,-98.92
"Liberty City","TX","Texas",48183,"Gregg",32.4502,-94.9439
"St. Hedwig","TX","Texas",48029,"Bexar",29.4197,-98.2047
"Mart","TX","Texas",48309,"McLennan",31.5421,-96.83
"Mason","TX","Texas",48319,"Mason",30.748,-99.2288
"South Padre Island","TX","Texas",48061,"Cameron",26.1218,-97.1703
"Monte Alto","TX","Texas",48215,"Hidalgo",26.3744,-97.9727
"Wild Peach Village","TX","Texas",48039,"Brazoria",29.081,-95.6372
"Rio Hondo","TX","Texas",48061,"Cameron",26.2346,-97.5818
"Honey Grove","TX","Texas",48147,"Fannin",33.5866,-95.909
"Llano Grande","TX","Texas",48215,"Hidalgo",26.1309,-97.9687
"Wellington","TX","Texas",48087,"Collingsworth",34.8538,-100.214
"Whitney","TX","Texas",48217,"Hill",31.952,-97.3192
"Blanco","TX","Texas",48031,"Blanco",30.0987,-98.4169
"Stowell","TX","Texas",48071,"Chambers",29.7814,-94.3794
"Quanah","TX","Texas",48197,"Hardeman",34.2954,-99.7428
"Idalou","TX","Texas",48303,"Lubbock",33.6624,-101.6838
"East Bernard","TX","Texas",48481,"Wharton",29.5241,-96.0622
"Van Horn","TX","Texas",48109,"Culberson",31.0407,-104.8341
"Ganado","TX","Texas",48239,"Jackson",29.0413,-96.511
"Hale Center","TX","Texas",48189,"Hale",34.0661,-101.8463
"Newton","TX","Texas",48351,"Newton",30.8503,-93.7536
"Eldorado","TX","Texas",48413,"Schleicher",30.8617,-100.5979
"Shamrock","TX","Texas",48483,"Wheeler",35.2154,-100.2462
"Roman Forest","TX","Texas",48339,"Montgomery",30.1811,-95.1551
"Ben Wheeler","TX","Texas",48467,"Van Zandt",32.4463,-95.7023
"Hudson Oaks","TX","Texas",48367,"Parker",32.7509,-97.7001
"Shiner","TX","Texas",48285,"Lavaca",29.4332,-97.1734
"Anson","TX","Texas",48253,"Jones",32.755,-99.8963
"Heidelberg","TX","Texas",48215,"Hidalgo",26.1831,-97.885
"Meadowlakes","TX","Texas",48053,"Burnet",30.5639,-98.2955
"Laughlin AFB","TX","Texas",48465,"Val Verde",29.3568,-100.7829
"Grandview","TX","Texas",48251,"Johnson",32.2685,-97.1775
"Odem","TX","Texas",48409,"San Patricio",27.9462,-97.5875
"Gunter","TX","Texas",48181,"Grayson",33.4647,-96.7646
"Copper Canyon","TX","Texas",48121,"Denton",33.0962,-97.0976
"Comfort","TX","Texas",48259,"Kendall",29.9704,-98.9046
"Juarez","TX","Texas",48061,"Cameron",26.2009,-97.7296
"West Tawakoni","TX","Texas",48231,"Hunt",32.8976,-96.0218
"Lorena","TX","Texas",48309,"McLennan",31.3818,-97.2127
"LaCoste","TX","Texas",48325,"Medina",29.31,-98.8116
"Ingram","TX","Texas",48265,"Kerr",30.0771,-99.2374
"Jarrell","TX","Texas",48491,"Williamson",30.8103,-97.6144
"Splendora","TX","Texas",48339,"Montgomery",30.2324,-95.1616
"Kountze","TX","Texas",48199,"Hardin",30.3725,-94.316
"De Leon","TX","Texas",48093,"Comanche",32.1114,-98.5352
"Bayou Vista","TX","Texas",48167,"Galveston",29.3257,-94.939
"Corrigan","TX","Texas",48373,"Polk",30.9988,-94.8274
"Las Lomas","TX","Texas",48427,"Starr",26.3638,-98.7748
"Cooper","TX","Texas",48119,"Delta",33.3716,-95.6912
"Kemah","TX","Texas",48167,"Galveston",29.5309,-95.0196
"Hamlin","TX","Texas",48253,"Jones",32.8898,-100.1329
"Lowry Crossing","TX","Texas",48085,"Collin",33.1711,-96.5443
"Olton","TX","Texas",48279,"Lamb",34.1802,-102.137
"Edgewood","TX","Texas",48467,"Van Zandt",32.6943,-95.8833
"Bells","TX","Texas",48181,"Grayson",33.6167,-96.4126
"Bertram","TX","Texas",48053,"Burnet",30.7427,-98.0639
"Seth Ward","TX","Texas",48189,"Hale",34.2163,-101.6945
"Randolph AFB","TX","Texas",48029,"Bexar",29.5302,-98.2788
"Marfa","TX","Texas",48377,"Presidio",30.3107,-104.0255
"Pelican Bay","TX","Texas",48439,"Tarrant",32.9227,-97.5189
"Grapeland","TX","Texas",48225,"Houston",31.4948,-95.4765
"Crosby","TX","Texas",48201,"Harris",29.9146,-95.0591
"San Augustine","TX","Texas",48405,"San Augustine",31.5296,-94.1108
"Waskom","TX","Texas",48203,"Harrison",32.4766,-94.0646
"Lone Star","TX","Texas",48343,"Morris",32.9392,-94.709
"Old River-Winfree","TX","Texas",48071,"Chambers",29.8745,-94.8268
"Krugerville","TX","Texas",48121,"Denton",33.279,-96.988
"Linden","TX","Texas",48067,"Cass",33.011,-94.3626
"Eden","TX","Texas",48095,"Concho",31.2163,-99.844
"Oak Leaf","TX","Texas",48139,"Ellis",32.5138,-96.8563
"Bartonville","TX","Texas",48121,"Denton",33.079,-97.1507
"Rhome","TX","Texas",48497,"Wise",33.0646,-97.4779
"Hawkins","TX","Texas",48499,"Wood",32.5917,-95.2027
"Goliad","TX","Texas",48175,"Goliad",28.6708,-97.3917
"Center Point","TX","Texas",48265,"Kerr",29.9414,-99.0413
"Flatonia","TX","Texas",48149,"Fayette",29.6888,-97.1059
"Pleak","TX","Texas",48157,"Fort Bend",29.4842,-95.8119
"Clarendon","TX","Texas",48129,"Donley",34.9366,-100.8918
"Collinsville","TX","Texas",48181,"Grayson",33.5594,-96.907
"Hico","TX","Texas",48193,"Hamilton",31.9859,-98.0291
"Rosharon","TX","Texas",48039,"Brazoria",29.35,-95.453
"Buffalo","TX","Texas",48289,"Leon",31.46,-96.066
"McCamey","TX","Texas",48461,"Upton",31.1325,-102.22
"Siesta Shores","TX","Texas",48505,"Zapata",26.8548,-99.2605
"Meridian","TX","Texas",48035,"Bosque",31.9262,-97.6501
"Milam","TX","Texas",48403,"Sabine",31.4541,-93.7979
"Poth","TX","Texas",48493,"Wilson",29.0726,-98.0809
"Archer City","TX","Texas",48009,"Archer",33.5938,-98.6256
"Buna","TX","Texas",48241,"Jasper",30.4458,-93.9625
"Siesta Acres","TX","Texas",48323,"Maverick",28.7564,-100.491
"Manchaca","TX","Texas",48453,"Travis",30.1353,-97.8364
"Pine Island","TX","Texas",48473,"Waller",30.0554,-96.0253
"Bartlett","TX","Texas",48491,"Williamson",30.7952,-97.4324
"Lopezville","TX","Texas",48215,"Hidalgo",26.2453,-98.1537
"Caddo Mills","TX","Texas",48231,"Hunt",33.0504,-96.2279
"Godley","TX","Texas",48251,"Johnson",32.455,-97.5302
"Lakeside","TX","Texas",48439,"Tarrant",32.8222,-97.4867
"Baird","TX","Texas",48059,"Callahan",32.396,-99.3963
"Abram","TX","Texas",48215,"Hidalgo",26.2173,-98.4179
"Serenada","TX","Texas",48491,"Williamson",30.6948,-97.6959
"Goldthwaite","TX","Texas",48333,"Mills",31.4513,-98.5736
"Albany","TX","Texas",48417,"Shackelford",32.7272,-99.2957
"Bangs","TX","Texas",48049,"Brown",31.7162,-99.1303
"Bruceville-Eddy","TX","Texas",48309,"McLennan",31.3105,-97.2477
"Palm Valley","TX","Texas",48061,"Cameron",26.2015,-97.7546
"Cumings","TX","Texas",48157,"Fort Bend",29.5836,-95.7966
"Naples","TX","Texas",48343,"Morris",33.2029,-94.6777
"Gruver","TX","Texas",48195,"Hansford",36.2562,-101.4122
"Quinlan","TX","Texas",48231,"Hunt",32.909,-96.1312
"Cottonwood Shores","TX","Texas",48053,"Burnet",30.555,-98.3276
"Johnson City","TX","Texas",48031,"Blanco",30.2743,-98.4065
"Woodbranch","TX","Texas",48339,"Montgomery",30.1813,-95.1836
"Plum Grove","TX","Texas",48291,"Liberty",30.2007,-95.0956
"Whitewright","TX","Texas",48181,"Grayson",33.5108,-96.3956
"De Kalb","TX","Texas",48037,"Bowie",33.5076,-94.6166
"Montgomery","TX","Texas",48339,"Montgomery",30.3921,-95.6958
"Ralls","TX","Texas",48107,"Crosby",33.6788,-101.3846
"Runaway Bay","TX","Texas",48497,"Wise",33.1774,-97.8709
"Forest Heights","TX","Texas",48361,"Orange",30.2339,-93.761
"Three Rivers","TX","Texas",48297,"Live Oak",28.4668,-98.1784
"Crosbyton","TX","Texas",48107,"Crosby",33.6413,-101.2377
"Lake Brownwood","TX","Texas",48049,"Brown",31.8176,-99.1045
"Uhland","TX","Texas",48209,"Hays",29.9627,-97.7952
"Lockney","TX","Texas",48153,"Floyd",34.123,-101.4424
"Morton","TX","Texas",48079,"Cochran",33.7248,-102.7593
"Wallis","TX","Texas",48015,"Austin",29.6317,-96.0638
"Brownsboro","TX","Texas",48213,"Henderson",32.2984,-95.6131
"Farwell","TX","Texas",48369,"Parmer",34.3855,-103.0373
"Rancho Alegre","TX","Texas",48249,"Jim Wells",27.7392,-98.1027
"Boyd","TX","Texas",48497,"Wise",33.0843,-97.5632
"Holliday","TX","Texas",48009,"Archer",33.8141,-98.6899
